size,cutoff,seed,success,time_sec,output
10000,16,32,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,16,64,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,16,128,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,16,256,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,16,512,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,16,1024,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,16,2048,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,32,0,True,0.13,Sorting 10000 elements took 0.13 seconds.
10000,32,1,True,0.13,Sorting 10000 elements took 0.13 seconds.
10000,32,2,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,32,4,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,32,8,True,0.16,Sorting 10000 elements took 0.16 seconds.
10000,32,16,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,32,32,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,32,64,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,32,128,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,32,256,True,0.13,Sorting 10000 elements took 0.13 seconds.
10000,32,512,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,32,1024,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,32,2048,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,2048,0,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,2048,1,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,2048,2,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,2048,4,True,0.13,Sorting 10000 elements took 0.13 seconds.
10000,2048,8,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,2048,16,True,0.13,Sorting 10000 elements took 0.13 seconds.
10000,2048,32,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,2048,64,True,0.14,Sorting 10000 elements took 0.14 seconds.
10000,2048,128,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,2048,256,True,0.12,Sorting 10000 elements took 0.12 seconds.
10000,2048,512,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,2048,1024,True,0.11,Sorting 10000 elements took 0.11 seconds.
10000,2048,2048,True,0.11,Sorting 10000 elements took 0.11 seconds.
1000000,0,0,True,0.24,Sorting 1000000 elements took 0.24 seconds.
1000000,0,1,True,0.28,Sorting 1000000 elements took 0.28 seconds.
1000000,0,2,True,0.24,Sorting 1000000 elements took 0.24 seconds.
1000000,0,4,True,0.24,Sorting 1000000 elements took 0.24 seconds.
1000000,0,8,True,0.37,Sorting 1000000 elements took 0.37 seconds.
1000000,0,16,True,0.26,Sorting 1000000 elements took 0.26 seconds.
1000000,0,32,True,0.26,Sorting 1000000 elements took 0.26 seconds.
1000000,0,64,True,0.25,Sorting 1000000 elements took 0.25 seconds.
1000000,0,128,True,0.24,Sorting 1000000 elements took 0.24 seconds.
1000000,0,256,True,0.28,Sorting 1000000 elements took 0.28 seconds.
1000000,0,512,True,0.24,Sorting 1000000 elements took 0.24 seconds.
1000000,0,1024,True,0.27,Sorting 1000000 elements took 0.27 seconds.
1000000,0,2048,True,0.26,Sorting 1000000 elements took 0.26 seconds.
1000000,1,0,True,0.16,Sorting 1000000 elements took 0.16 seconds.
1000000,1,1,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,1,2,True,0.14,Sorting 1000000 elements took 0.14 seconds.
1000000,1,4,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,1,8,True,0.16,Sorting 1000000 elements took 0.16 seconds.
1000000,1,16,True,0.14,Sorting 1000000 elements took 0.14 seconds.
1000000,1,32,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,1,64,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,1,128,True,0.16,Sorting 1000000 elements took 0.16 seconds.
1000000,1,256,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,1,512,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,1,1024,True,1.92,Sorting 1000000 elements took 1.92 seconds.
1000000,1,2048,True,0.16,Sorting 1000000 elements took 0.16 seconds.
1000000,2,0,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,2,1,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,2,2,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,2,4,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,2,8,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,2,16,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,2,32,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,2,64,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,2,128,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,2,256,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,2,512,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,2,1024,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,2,2048,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,4,0,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,4,1,True,0.08,Sorting 1000000 elements took 0.08 seconds.
1000000,4,2,True,0.07,Sorting 1000000 elements took 0.07 seconds.
1000000,4,4,True,0.07,Sorting 1000000 elements took 0.07 seconds.
1000000,4,8,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,4,16,True,0.07,Sorting 1000000 elements took 0.07 seconds.
1000000,4,32,True,0.07,Sorting 1000000 elements took 0.07 seconds.
1000000,4,64,True,0.12,Sorting 1000000 elements took 0.12 seconds.
1000000,4,128,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,4,256,True,0.08,Sorting 1000000 elements took 0.08 seconds.
1000000,4,512,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,4,1024,True,0.07,Sorting 1000000 elements took 0.07 seconds.
1000000,4,2048,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,8,0,True,0.12,Sorting 1000000 elements took 0.12 seconds.
1000000,8,1,True,0.11,Sorting 1000000 elements took 0.11 seconds.
1000000,8,2,True,0.14,Sorting 1000000 elements took 0.14 seconds.
1000000,8,4,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,8,8,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,8,16,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,8,32,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,8,64,True,0.13,Sorting 1000000 elements took 0.13 seconds.
1000000,8,128,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,8,256,True,0.09,Sorting 1000000 elements took 0.09 seconds.
1000000,8,512,True,0.1,Sorting 1000000 elements took 0.10 seconds.
1000000,8,1024,True,0.15,Sorting 1000000 elements took 0.15 seconds.
1000000,8,2048,True,0.12,Sorting 1000000 elements took 0.12 seconds.
1000000,16,0,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,16,1,True,0.22,Sorting 1000000 elements took 0.22 seconds.
1000000,16,2,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,16,4,True,0.22,Sorting 1000000 elements took 0.22 seconds.
1000000,16,8,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,16,16,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,16,32,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,16,64,True,0.21,Sorting 1000000 elements took 0.21 seconds.
1000000,16,128,True,0.24,Sorting 1000000 elements took 0.24 seconds.
1000000,16,256,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,16,512,True,0.15,Sorting 1000000 elements took 0.15 seconds.
1000000,16,1024,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,16,2048,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,0,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,1,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,32,2,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,4,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,32,8,True,0.28,Sorting 1000000 elements took 0.28 seconds.
1000000,32,16,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,32,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,32,64,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,32,128,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,32,256,True,0.25,Sorting 1000000 elements took 0.25 seconds.
1000000,32,512,True,0.26,Sorting 1000000 elements took 0.26 seconds.
1000000,32,1024,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,32,2048,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,0,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,1,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,2048,2,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,4,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,8,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,16,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,2048,32,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,2048,64,True,0.21,Sorting 1000000 elements took 0.21 seconds.
1000000,2048,128,True,0.22,Sorting 1000000 elements took 0.22 seconds.
1000000,2048,256,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,2048,512,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,1024,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,2048,2048,True,0.18,Sorting 1000000 elements took 0.18 seconds.
10000000,0,0,True,2.78,Sorting 10000000 elements took 2.78 seconds.
10000000,0,1,True,2.78,Sorting 10000000 elements took 2.78 seconds.
10000000,0,2,True,2.79,Sorting 10000000 elements took 2.79 seconds.
10000000,0,4,True,2.84,Sorting 10000000 elements took 2.84 seconds.
10000000,0,8,True,3.09,Sorting 10000000 elements took 3.09 seconds.
10000000,0,16,True,5.06,Sorting 10000000 elements took 5.06 seconds.
10000000,0,32,True,3.41,Sorting 10000000 elements took 3.41 seconds.
10000000,0,64,True,3.36,Sorting 10000000 elements took 3.36 seconds.
10000000,0,128,True,3.38,Sorting 10000000 elements took 3.38 seconds.
10000000,0,256,True,3.2,Sorting 10000000 elements took 3.20 seconds.
10000000,0,512,True,3.29,Sorting 10000000 elements took 3.29 seconds.
10000000,0,1024,True,3.04,Sorting 10000000 elements took 3.04 seconds.
10000000,0,2048,True,2.94,Sorting 10000000 elements took 2.94 seconds.
10000000,1,0,True,1.61,Sorting 10000000 elements took 1.61 seconds.
10000000,1,1,True,3.21,Sorting 10000000 elements took 3.21 seconds.
10000000,1,2,True,1.63,Sorting 10000000 elements took 1.63 seconds.
10000000,1,4,True,1.69,Sorting 10000000 elements took 1.69 seconds.
10000000,1,8,True,1.54,Sorting 10000000 elements took 1.54 seconds.
10000000,1,16,True,1.54,Sorting 10000000 elements took 1.54 seconds.
10000000,1,32,True,1.46,Sorting 10000000 elements took 1.46 seconds.
10000000,1,64,True,1.49,Sorting 10000000 elements took 1.49 seconds.
10000000,1,128,True,1.45,Sorting 10000000 elements took 1.45 seconds.
10000000,1,256,True,1.64,Sorting 10000000 elements took 1.64 seconds.
10000000,1,512,True,1.48,Sorting 10000000 elements took 1.48 seconds.
10000000,1,1024,True,1.51,Sorting 10000000 elements took 1.51 seconds.
10000000,1,2048,True,1.49,Sorting 10000000 elements took 1.49 seconds.
10000000,2,0,True,0.96,Sorting 10000000 elements took 0.96 seconds.
10000000,2,1,True,0.96,Sorting 10000000 elements took 0.96 seconds.
10000000,2,2,True,0.94,Sorting 10000000 elements took 0.94 seconds.
10000000,2,4,True,0.96,Sorting 10000000 elements took 0.96 seconds.
10000000,2,8,True,0.91,Sorting 10000000 elements took 0.91 seconds.
10000000,2,16,True,0.95,Sorting 10000000 elements took 0.95 seconds.
10000000,2,32,True,0.92,Sorting 10000000 elements took 0.92 seconds.
10000000,2,64,True,0.97,Sorting 10000000 elements took 0.97 seconds.
10000000,2,128,True,1.0,Sorting 10000000 elements took 1.00 seconds.
10000000,2,256,True,2.89,Sorting 10000000 elements took 2.89 seconds.
10000000,2,512,True,1.01,Sorting 10000000 elements took 1.01 seconds.
10000000,2,1024,True,1.02,Sorting 10000000 elements took 1.02 seconds.
10000000,2,2048,True,0.98,Sorting 10000000 elements took 0.98 seconds.
10000000,4,0,True,0.61,Sorting 10000000 elements took 0.61 seconds.
10000000,4,1,True,0.56,Sorting 10000000 elements took 0.56 seconds.
10000000,4,2,True,0.54,Sorting 10000000 elements took 0.54 seconds.
10000000,4,4,True,0.58,Sorting 10000000 elements took 0.58 seconds.
10000000,4,8,True,0.6,Sorting 10000000 elements took 0.60 seconds.
10000000,4,16,True,0.55,Sorting 10000000 elements took 0.55 seconds.
10000000,4,32,True,0.58,Sorting 10000000 elements took 0.58 seconds.
10000000,4,64,True,0.58,Sorting 10000000 elements took 0.58 seconds.
10000000,4,128,True,0.47,Sorting 10000000 elements took 0.47 seconds.
10000000,4,256,True,0.59,Sorting 10000000 elements took 0.59 seconds.
10000000,4,512,True,0.57,Sorting 10000000 elements took 0.57 seconds.
10000000,4,1024,True,0.56,Sorting 10000000 elements took 0.56 seconds.
10000000,4,2048,True,0.54,Sorting 10000000 elements took 0.54 seconds.
10000000,8,0,True,0.53,Sorting 10000000 elements took 0.53 seconds.
10000000,8,1,True,0.6,Sorting 10000000 elements took 0.60 seconds.
10000000,8,2,True,0.54,Sorting 10000000 elements took 0.54 seconds.
10000000,8,4,True,0.55,Sorting 10000000 elements took 0.55 seconds.
10000000,8,8,True,0.57,Sorting 10000000 elements took 0.57 seconds.
10000000,8,16,True,0.54,Sorting 10000000 elements took 0.54 seconds.
10000000,8,32,True,0.58,Sorting 10000000 elements took 0.58 seconds.
10000000,8,64,True,0.61,Sorting 10000000 elements took 0.61 seconds.
10000000,8,128,True,0.6,Sorting 10000000 elements took 0.60 seconds.
10000000,8,256,True,0.62,Sorting 10000000 elements took 0.62 seconds.
10000000,8,512,True,0.58,Sorting 10000000 elements took 0.58 seconds.
10000000,8,1024,True,0.63,Sorting 10000000 elements took 0.63 seconds.
10000000,8,2048,True,0.58,Sorting 10000000 elements took 0.58 seconds.
10000000,16,0,True,0.72,Sorting 10000000 elements took 0.72 seconds.
10000000,16,1,True,0.69,Sorting 10000000 elements took 0.69 seconds.
10000000,16,2,True,0.72,Sorting 10000000 elements took 0.72 seconds.
10000000,16,4,True,0.73,Sorting 10000000 elements took 0.73 seconds.
10000000,16,8,True,0.7,Sorting 10000000 elements took 0.70 seconds.
10000000,16,16,True,2.6,Sorting 10000000 elements took 2.60 seconds.
10000000,16,32,True,0.73,Sorting 10000000 elements took 0.73 seconds.
10000000,16,64,True,0.86,Sorting 10000000 elements took 0.86 seconds.
10000000,16,128,True,0.78,Sorting 10000000 elements took 0.78 seconds.
10000000,16,256,True,0.79,Sorting 10000000 elements took 0.79 seconds.
10000000,16,512,True,0.76,Sorting 10000000 elements took 0.76 seconds.
10000000,16,1024,True,0.77,Sorting 10000000 elements took 0.77 seconds.
10000000,16,2048,True,0.71,Sorting 10000000 elements took 0.71 seconds.
10000000,32,0,True,0.77,Sorting 10000000 elements took 0.77 seconds.
10000000,32,1,True,0.81,Sorting 10000000 elements took 0.81 seconds.
10000000,32,2,True,0.73,Sorting 10000000 elements took 0.73 seconds.
10000000,32,4,True,0.69,Sorting 10000000 elements took 0.69 seconds.
10000000,32,8,True,0.72,Sorting 10000000 elements took 0.72 seconds.
10000000,32,16,True,0.71,Sorting 10000000 elements took 0.71 seconds.
10000000,32,32,True,0.76,Sorting 10000000 elements took 0.76 seconds.
10000000,32,64,True,0.75,Sorting 10000000 elements took 0.75 seconds.
10000000,32,128,True,0.89,Sorting 10000000 elements took 0.89 seconds.
10000000,32,256,True,0.66,Sorting 10000000 elements took 0.66 seconds.
10000000,32,512,True,0.74,Sorting 10000000 elements took 0.74 seconds.
10000000,32,1024,True,0.61,Sorting 10000000 elements took 0.61 seconds.
10000000,32,2048,True,0.77,Sorting 10000000 elements took 0.77 seconds.
10000000,2048,0,True,0.82,Sorting 10000000 elements took 0.82 seconds.
10000000,2048,1,True,0.86,Sorting 10000000 elements took 0.86 seconds.
10000000,2048,2,True,0.79,Sorting 10000000 elements took 0.79 seconds.
10000000,2048,4,True,0.83,Sorting 10000000 elements took 0.83 seconds.
10000000,2048,8,True,0.71,Sorting 10000000 elements took 0.71 seconds.
10000000,2048,16,True,0.78,Sorting 10000000 elements took 0.78 seconds.
10000000,2048,32,True,0.74,Sorting 10000000 elements took 0.74 seconds.
10000000,2048,64,True,0.74,Sorting 10000000 elements took 0.74 seconds.
10000000,2048,128,True,0.78,Sorting 10000000 elements took 0.78 seconds.
10000000,2048,256,True,0.75,Sorting 10000000 elements took 0.75 seconds.
10000000,2048,512,True,2.63,Sorting 10000000 elements took 2.63 seconds.
10000000,2048,1024,True,0.89,Sorting 10000000 elements took 0.89 seconds.
10000000,2048,2048,True,0.69,Sorting 10000000 elements took 0.69 seconds.
